pl_name,hostname,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_bmassprov,pl_orbper,pl_eqt,pl_insol,pl_orbsmax,st_teff,st_rad,st_mass,st_met,st_age,sy_dist
L 98-59 b,L 98-59,2019,Transit,0.837,0.46,Mass,2.253114,620,24.5,0.0223,3415,0.3155,0.2923,-0.46,4.94,10.6194
L 98-59 c,L 98-59,2019,Transit,1.329,2,Mass,3.6906764,526,12.7,0.0309,3415,0.3155,0.2923,-0.46,4.94,10.6194
L 98-59 d,L 98-59,2019,Transit,1.627,1.64,Mass,7.450729,416,4.97,0.0494,3415,0.3155,0.2923,-0.46,4.94,10.6194
LHS 1140 b,LHS 1140,2017,Transit,1.73,5.6,Mass,24.73723,226,0.43,0.0946,3096,0.2159,0.1844,-0.15,5,14.9861
LHS 1140 c,LHS 1140,2018,Transit,1.272,1.91,Mass,3.77794,422,5.3,0.027,3096,0.2159,0.1844,-0.15,5,14.9861
LHS 1478 b,LHS 1478,2021,Transit,1.242,2.33,Mass,1.9495378,595,23.3722,0.01848,3381,0.246,0.236,-0.13,,18.2276
LHS 1815 b,LHS 1815,2020,Transit,1.088,1.58,Mass,3.814334,617,62.1493,0.0404,3643,0.501,0.502,-0.12,,29.8424
LHS 1903 b,LHS 1903,2026,Transit,1.382,3.28,Mass,2.1555098,796,66.66,0.02656,3664,0.539,0.538,-0.11,7.08,35.6917
LHS 1903 c,LHS 1903,2026,Transit,2.046,4.55,Mass,6.226185,559,16.2,0.05387,3664,0.539,0.538,-0.11,7.08,35.6917
LHS 1903 d,LHS 1903,2026,Transit,2.5,5.96,Mass,12.566287,442,6.35,0.08604,3664,0.539,0.538,-0.11,7.08,35.6917
LHS 1903 e,LHS 1903,2026,Transit,1.732,5.79,Mass,29.31773,333,2.05,0.15135,3664,0.539,0.538,-0.11,7.08,35.6917
LHS 3844 b,LHS 3844,2019,Transit,1.286,2.37,Mass,0.462929709,816,73.67,0.00624,3080,0.189,0.151,0.22,7.8,14.8846
LP 714-47 b,LP 714-47,2020,Transit,4.25,28.38,Mass,4.052032,722.8,38.5441,0.04056,4123,0.536,0.542,0.05,2.9,52.616
LP 791-18 c,LP 791-18,2019,Transit,2.488,7.16,Mass,4.98991,324.4,2.637,0.02961,2960,0.182,0.139,-0.09,0.5,26.4927
LP 791-18 d,LP 791-18,2023,Transit,1.032,0.91,Mass,2.75485,395.5,5.83,0.01992,2960,0.182,0.139,-0.09,0.5,26.4927
LP 890-9 b,LP 890-9,2022,Transit,1.32,13.2,Mass,2.7299025,396,4.09,0.01875,2850,0.1556,0.118,-0.028,7.2,32.4298
LP 890-9 c,LP 890-9,2022,Transit,1.367,25.3,Mass,8.457463,272,0.906,0.03984,2850,0.1556,0.118,-0.028,7.2,32.4298
LTT 1445 A b,LTT 1445 A,2019,Transit,1.34,2.73,Mass,5.3587635,431,5.7,0.0381,3562,0.271,0.257,-0.34,,6.86929
LTT 1445 A c,LTT 1445 A,2022,Transit,1.147,1.54,Mass,3.1239035,508,10.9,0.02661,3340,0.265,0.257,-0.34,,6.86929
LTT 3780 b,LTT 3780,2020,Transit,1.325,2.46,Mass,0.76837931,903,111,0.01195,3358,0.38,0.381,0.06,3.1,21.9814
LTT 3780 c,LTT 3780,2020,Transit,2.39,8.04,Mass,12.252284,359,2.76,0.0757,3358,0.38,0.381,0.06,3.1,21.9814
LTT 9779 b,LTT 9779,2020,Transit,4.72,29.32,Mass,0.792052,1978,1781.1556,0.01679,5443,0.949,1.02,0.27,2,80.4373
MASCARA-1 b,MASCARA-1,2017,Transit,17.90074218,1175.971,Mass,2.14877381,2594.3,38711.5,0.040352,7490,2.082,1.9,0.15,0.8,182.273
MASCARA-4 b,MASCARA-4,2020,Transit,16.98160576,532.3625817,Mass,2.8240932,2250,4913.69,0.0474,7800,1.79,1.75,0,0.8,170.696
NGTS-1 b,NGTS-1,2017,Transit,14.90797,258.07796,Mass,2.647298,790,65.3,0.0326,3916,0.573,0.617,0,,218.121
NGTS-10 b,NGTS-10,2020,Transit,13.89913607,687.14846,Mass,0.7668944,1508,3716.1785,0.0143,4567,0.7,0.696,-0.02,10.4,324.6986504
NGTS-11 b,NGTS-11,2020,Transit,9.157753,109.33352,Mass,35.45533,435,9.242,0.201,5050,0.832,0.862,0.22,3.9,190.422
NGTS-12 b,NGTS-12,2020,Transit,11.747032,66.10864,Mass,7.532806,1257,416,0.0757,5690,1.589,1.021,-0.03,9.4,446.442
NGTS-13 b,NGTS-13,2021,Transit,12.800678,1538.2972,Mass,4.119027,1605,1096,0.0549,5819,1.788,1.3,0.25,4.23,647.595
NGTS-14 A b,NGTS-14 A,2021,Transit,4.976796,29.24036,Mass,3.5357173,1143,191.782,0.0403,5187,0.842,0.898,0.1,5.9,322.148
NGTS-15 b,NGTS-15,2021,Transit,12.32987877,238.6891337,Mass,3.27623,1146,425,0.0441,5600,0.954,0.995,0.15,3.28,786.485
NGTS-16 b,NGTS-16,2021,Transit,14.57167491,211.9915475,Mass,4.84532,1177,480,0.0523,5550,1.213,1.002,0.35,10.29,898.168
NGTS-17 b,NGTS-17,2021,Transit,13.89913607,242.820903,Mass,3.24253,1457,1160,0.0391,5650,1.337,1.025,0.15,9.22,1040.28
NGTS-18 b,NGTS-18,2021,Transit,13.56286665,129.9918185,Mass,3.05125,1381,845,0.0448,5610,1.392,1.003,0.15,10.84,1096.19
NGTS-2 b,NGTS-2,2018,Transit,17.878355,235.1942,Mass,4.511164,1468,1085.35,0.063,6478,1.702,1.64,-0.06,2.17,356.391
NGTS-20 b,NGTS-20,2022,Transit,11.99360935,947.1286529,Mass,54.18915,688,6.7645,0.313,5980,1.78,1.47,0.15,4.1,382.898
NGTS-21 b,NGTS-21,2022,Transit,14.90794433,750.0750405,Mass,1.5433897,1357,514.2853,0.0236,4660,0.86,0.72,-0.26,10.02,592.891
NGTS-23 b,NGTS-23,2022,Transit,14.20177855,194.8288135,Mass,4.0764326,1327,815.7013,0.0504,6057,1.24,1.01,-0.26,6.39,1074.95
NGTS-24 b,NGTS-24,2022,Transit,13.60770257,165.2707716,Mass,3.4678796,1499,391.83,0.0479,5820,1.64,1.26,0.27,4.77,683.062
NGTS-25 b,NGTS-25,2022,Transit,11.46678726,203.0923521,Mass,2.823093,1101,339.4356,0.0388,5321,0.86,0.91,0.12,3.49,521.233
NGTS-26 b,NGTS-26,2024,Transit,14.88552637,92.80589484,Mass,4.5199279,1331,523,0.049,5550,1.16,0.96,0.2,11.5,1093.69
NGTS-27 b,NGTS-27,2024,Transit,15.64773706,188.4722454,Mass,3.3704181,1783,1680,0.0446,5700,1.77,1.07,0,7.9,942.122
NGTS-3 A b,NGTS-3 A,2018,Transit,16.58932,756.4354,Mass,1.6753728,1434.44,1000.5679,0.023,5600,0.93,1.017,0.12,,743.972
NGTS-30 b,NGTS-30,2024,Transit,10.40193409,305.1152707,Mass,98.29838,500,172.857,0.408,5455,0.913,0.94,-0.03,1.1,238.377
NGTS-31 b,NGTS-31,2025,Transit,18.04645893,355.9678158,Mass,4.162734,1410,643,0.064,5710,1.7,0.96,0,9.97,497.376
NGTS-32 b,NGTS-32,2025,Transit,15.91675259,181.162192,Mass,3.31211,1750,1554,0.044,5680,1.85,1.07,-0.03,8.03,837.457
NGTS-33 b,NGTS-33,2024,Transit,18.38272835,1153.717117,Mass,2.827972,1991,2620,0.048,7437,1.47,1.6,-0.11,0.03,437.855
NGTS-34 b,NGTS-34,2025,Transit,3.65,19.1,Mass,43.12655,624,36.0339,0.257,6134,1.367,1.266,0.228,2.7,120.475
NGTS-35 b,NGTS-35,2025,Transit,10.9,152,Mass,25.241192,451,9.8437,0.16,4717,0.753,0.789,0.085,1.5,183.078
NGTS-38 b,NGTS-38,2026,Transit,12.11690814,1516.041501,Mass,180.52797,457,10.1316,0.697,6310,1.88,1.46,0.33,2.2,268.637
NGTS-39 b,NGTS-39,2026,Transit,12.195371,466.2542731,Mass,58.20472,519,16.7057,0.3077,6053,1.16,1.16,0.196,2.2,278.402
NGTS-4 b,NGTS-4,2019,Transit,3.18,20.6,Mass,1.3373508,1650,886.9841,0.019,5143,0.84,0.75,-0.28,,280.555
NGTS-5 b,NGTS-5,2019,Transit,12.733424,72.78307,Mass,3.3569866,952,101.253,0.0382,4987,0.739,0.661,0.12,,306.779
NGTS-6 b,NGTS-6,2019,Transit,14.863134,425.57437,Mass,0.882059,1283.9,983.4246,0.01677,4730,0.754,0.767,0.11,9.77,308.262
NGTS-8 b,NGTS-8,2019,Transit,12.21781,295.5819,Mass,2.4997,1345,503,0.035,5241,0.98,0.89,0.24,12.48,428.976
NGTS-9 b,NGTS-9,2019,Transit,11.99363,921.707,Mass,4.43527,1448,729,0.058,6330,1.38,1.34,0.31,0.96,609.128
OGLE-TR-10 b,OGLE-TR-10,2004,Transit,14.011,197.046,Mass,3.101278,1702,818.5035,0.0434,5950,1.17,1.14,0.28,3.1,1344.97
OGLE-TR-111 b,OGLE-TR-111,2004,Transit,11.421971,174.799,Mass,4.0144463,1019,204.9529,0.0473,5040,0.83,0.82,0.19,8.8,1068.33
OGLE-TR-113 b,OGLE-TR-113,2004,Transit,12.251,400.449,Mass,1.4324752,1342,528.4147,0.02289,4790,0.774,0.779,0.09,13.2,566.459
OGLE-TR-132 b,OGLE-TR-132,2004,Transit,13.45,375.02,Mass,1.689868,2013,2550.8364,0.03035,6210,1.32,1.305,0.37,1.2,2012.62
OGLE-TR-182 b,OGLE-TR-182,2007,Transit,12.666,320.995,Mass,3.9791,1550,669.0373,0.051,5924,1.14,1.14,0.37,4.3,2501.75
OGLE-TR-211 b,OGLE-TR-211,2007,Transit,15.244,327.351,Mass,3.67724,1686,710.2804,0.051,6325,1.64,1.33,0.11,2.6,1515.26
OGLE-TR-56 b,OGLE-TR-56,2002,Transit,15.278,441.77,Mass,1.2119189,2212,3942.3204,0.02383,6050,1.363,1.228,0.25,3,282.8391387
OGLE2-TR-L9 b,OGLE2-TR-L9,2008,Transit,18.046,1430.175,Mass,2.4855335,2034,4135.4482,0.0308,6933,1.53,1.52,-0.05,1,1627.63
PH1 b,PH1,2012,Transit,6.18,169,Mass,138.317,481,10.7524,0.652,6407,1.734,1.528,0.21,2,1033.16
PH2 b,PH2,2013,Transit,9.33708092,87.08498352,Mass,282.52542,295.1,1.2,0.833,5734,0.949,0.966,0.017,4.1,343.863
POTS-1 b,POTS-1,2013,Transit,10.548,734.16,Mass,3.1606296,841.95,58.7159,0.03734,4400,0.588,0.695,-0.03,,747.959
Qatar-1 b,Qatar-1,2010,Transit,12.811887,411.27202,Mass,1.4200242,1418,382.328,0.02332,5013,0.803,0.838,0.171,1.19,185.615
Qatar-10 b,Qatar-10,2019,Transit,17.295487,233.92288,Mass,1.645321,1955,1816.48,0.0286,6124,1.254,1.156,0.016,3.2,559.068
Qatar-2 b,Qatar-2,2011,Transit,14.056,792.635,Mass,1.33711647,1344,447.4134,0.02153,4645,0.776,0.743,0.02,5,181.374
Qatar-3 b,Qatar-3,2017,Transit,12.285064,1369.8473,Mass,2.5079204,1681,1330,0.03783,6007,1.272,1.145,-0.041,0.31,735.601
Qatar-4 b,Qatar-4,2017,Transit,12.722215,1938.763,Mass,1.8053564,1385,614,0.02803,5215,0.849,0.896,0.103,0.17,329.036
Qatar-5 b,Qatar-5,2017,Transit,12.408363,1373.0256,Mass,2.8792319,1415,669,0.04127,5747,1.076,1.128,0.377,0.53,367.658
Qatar-6 b,Qatar-6,2017,Transit,11.903958,212.31044,Mass,3.506195,1006,174.9015,0.0423,5052,0.722,0.822,-0.025,1.02,100.848
Qatar-7 b,Qatar-7,2019,Transit,19.0553,597.5204,Mass,2.032046,2053,2886.2922,0.0352,6387,1.564,1.409,0.276,1.69,705.981
Qatar-8 b,Qatar-8,2019,Transit,14.403565,117.91493,Mass,3.71495,1457,698.148,0.0474,5738,1.315,1.029,0.025,8.3,281.498
Qatar-9 b,Qatar-9,2019,Transit,11.309881,378.2177,Mass,1.540731,1134,210.669,0.0234,4309,0.696,0.719,0.252,7.5,213.771
Ross 176 b,Ross 176,2025,Transit,1.84,4.57,Mass,5.0066338,682,36.2,0.0464,4041,0.569,0.577,-0.19,3,46.4488
TIC 139270665 b,TIC 139270665,2024,Transit,7.22979255,147.1545524,Mass,23.624,703,40.3,0.163,5844,1.016,1.035,0.156,3.4,189.875
TIC 147027702 b,TIC 147027702,2026,Transit,10.92875618,346.4329636,Mass,44.40523,863,90.5749,0.274,6410,2.136,1.406,-0.08,2.7,457.186
TIC 172900988 b,TIC 172900988 Aa,2021,Transit,11.25,942,Mass,200.452,361.24,5.7522,0.90281,6050,1.3842,1.2384,0.34,3.1,250.956
TIC 183374187 b,TIC 183374187,2026,Transit,14.03364384,177.9839079,Mass,5.05907,1379,,,5768,1.344,0.853,-0.39,12.31,1208.75
TIC 237913194 b,TIC 237913194,2020,Transit,12.520453,617.22586,Mass,15.168865,974,83.3856,0.1207,5788,1.088,1.026,0.14,5.7,306.063
TIC 241249530 b,TIC 241249530,2024,Transit,13.29385111,1582.785467,Mass,165.7719,438.94,6.2305,0.641,6166,1.397,1.271,0.09,3.2,324.448
TIC 245076932 b,TIC 245076932,2026,Transit,10.87271128,162.0924876,Mass,21.61389,845,85.6018,0.157,6130,1.288,1.117,0.02,4.5,303.96
TIC 257060897 b,TIC 257060897,2021,Transit,17.26183028,201.50321,Mass,3.66003639,1775,1804.5549,0.04922,5993,1.863,1.187,0.054,5.6,505.703
TIC 279401253 b,TIC 279401253,2023,Transit,11.2089807,1951.466419,Mass,76.8,486.37,9.1803,0.369,5951,1.06,1.13,0.2,1.2,285.584
TIC 365102760 b,TIC 365102760,2024,Transit,6.21,19.2,Mass,4.21285367,1676.12,1316.4951,0.0622,4900,3.13,1.17,0.09,6.3,555.546
TIC 393818343 b,TIC 393818343,2024,Transit,12.18416202,1379.375286,Mass,16.24921,805.5,2.28,0.1291,5756,1.086,1.082,0.318,3.8,93.7345
TIC 46432937 b,TIC 46432937,2024,Transit,13.31626907,1017.050902,Mass,1.44044527,872,115.1312,0.02065,3572,0.5299,0.563,0.323,7.4,90.5369
TIC 4672985 b,TIC 4672985,2024,Transit,11.5004142,4049.133905,Mass,69.048,517.2,11.9376,0.33,5757,1.15,1.01,0.14,7.71,253.385
TIC 52059926 b,TIC 52059926,2026,Transit,10.71,5380,Mass,175.532,229.6,4.4802,0.553,4505,0.72,0.73,-0.08,8.2,216.581
TIC 87422071 b,TIC 87422071,2026,Transit,10.8615023,409.998645,Mass,11.364929,1110,140.925,0.106,6150,1.489,1.239,0.16,3.5,384.758
TIC 9344899 b,TIC 9344899,2026,Transit,9.16,6170,Mass,8.5821566,923,149.861,0.0815,5800,1.06,0.98,0.07,6.1,532.228
TOI-1011 b,TOI-1011,2025,Transit,1.45,4.04,Mass,2.470498,1364,575.597,,5475,0.92,0.91,0.03,,52.62
TOI-1052 b,TOI-1052,2023,Transit,2.87,16.9,Mass,9.139703,1135,246,0.09103,6146,1.264,1.204,0.14,2.3,129.804
TOI-1062 b,TOI-1062,2021,Transit,2.265,10.15,Mass,4.11296,1077,232,0.052,5328,0.84,0.94,0.14,2.5,82.1733
TOI-1064 b,TOI-1064,2022,Transit,2.587,13.5,Mass,6.443868,784,62.9,0.06152,4734,0.726,0.748,0.05,9.4,68.0726
TOI-1064 c,TOI-1064,2022,Transit,2.651,2.5,Mass,12.226574,634,26.8,0.09429,4734,0.726,0.748,0.05,9.4,68.0726
TOI-1075 b,TOI-1075,2022,Transit,1.791,9.95,Mass,0.6047328,1323,509.2,0.01159,3875,0.581,0.604,-0.08,6,61.4592
TOI-1080 b,TOI-1080,2026,Transit,1.2,10.7,Mass,3.9652482,368,4.35,0.0272,3065,0.2019,0.1667,-0.09,6,25.559
TOI-1107 b,TOI-1107,2022,Transit,14.57167491,1064.725163,Mass,4.0782387,1728,532,0.0561,6311,1.81,1.35,-0.1,2.6,281.314
TOI-1117 b,TOI-1117,2025,Transit,2.46,8.9,Mass,2.22816,1538,928,0.033,5635,1.05,0.97,0.136,4.42,167.598
TOI-1130 b,TOI-1130,2020,Transit,3.66,19.8,Mass,4.074554,825,78.1,0.0453,4360,0.697,0.745,0.11,5.4,58.2609
TOI-1130 c,TOI-1130,2020,Transit,13,336,Mass,8.3501898,650,30,0.0731,4360,0.697,0.745,0.11,5.4,58.2609
TOI-1135 b,TOI-1135,2024,Transit,9.91994792,58.79825529,Mass,8.0277327,1171,310,0.0815,6320,1.202,1.119,-0.039,3.3,114.048
TOI-1136 b,TOI-1136,2022,Transit,1.9,3.5,Mass,4.1727,1216,360.5506,0.05106,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1136 c,TOI-1136,2022,Transit,2.879,6.32,Mass,6.2574,1062,232.392,0.0669,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1136 d,TOI-1136,2022,Transit,4.627,8.35,Mass,12.5199,843,626.362,0.1062,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1136 e,TOI-1136,2022,Transit,2.639,6.07,Mass,18.801,737,48.4771,0.14,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1136 f,TOI-1136,2022,Transit,3.73591482,9.7,Mass,26.321,658,26.4328,0.174,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1136 g,TOI-1136,2022,Transit,2.53,5.6,Mass,39.545,574,17.9249,0.229,5770,0.968,1.022,0.07,0.7,84.5362
TOI-1173 b,TOI-1173,2024,Transit,8.77663189,28.28672822,Mass,7.0643971,868,132,0.071,5350,0.934,0.911,0.191,8.7,132.353
TOI-1174 b,TOI-1174,2024,Transit,2.562,32,Mass,8.953487683,713.83,52.02,0.07994,5030,0.76,0.85,-0.002,2.7,94.6375
TOI-1180 b,TOI-1180,2024,Transit,3.072,10,Mass,9.686760378,638.18,36.97,0.080799,4738,0.73,0.75,0.067,5,72.0238
TOI-1181 b,TOI-1181,2022,Transit,17.02644168,374.7196919,Mass,2.103189,1942.12,14140,0.0364,6054,1.961,1.467,0.38,2.7,302.819
TOI-1184 b,TOI-1184,2024,Transit,2.39,6.8,Mass,5.748433803,715.47,57.54,0.056027,4534,0.69,0.71,0.017,5.3,58.5946
TOI-1194 b,TOI-1194,2023,Transit,8.71664516,120,Mass,2.3106446,1264.29,203.685,0.034,5394,0.9608,0.9835,0.348,4.9,149.667
TOI-1199 b,TOI-1199,2024,Transit,10.5140239,75.96098927,Mass,3.671463,1486,324.114,0.04988,5710,1.45,1.23,0.44,4.2,248.427
TOI-1201 b,TOI-1201,2021,Transit,2.415,6.28,Mass,2.4919863,703,40.6,0.0287,3476,0.508,0.512,0.05,,37.8871
TOI-1203.01,TOI-1203,2021,Transit,2.918,7.39,Mass,25.502672,743.6,51,0.1632,5737,1.179,0.886,-0.39,12.5,64.9943
TOI-1221 b,TOI-1221,2023,Transit,2.91,1112.399424,Mass,91.68278,440,6.06,0.387,5592,1.031,0.93,0.06,10,138.411
TOI-1231 b,TOI-1231,2021,Transit,3.65,15.4,Mass,24.245586,329.6,1.93,0.1288,3553,0.476,0.485,0.041,,27.6227
TOI-1232 b,TOI-1232,2026,Transit,10.92875618,220.5729145,Mass,14.256,785.71,90.0659,0.117,5823,1.072,1.058,0.18,4,328.604
TOI-1235 b,TOI-1235,2020,Transit,1.69,6.69,Mass,3.444714,775,60.3,0.03845,3997,0.619,0.63,0.33,5.3,39.6345
TOI-1238 b,TOI-1238,2022,Transit,1.21,3.76,Mass,0.764597,1133,442,0.0139,4089,0.58,0.59,0.31,0.8,70.7145
TOI-1238 c,TOI-1238,2022,Transit,2.11,8.32,Mass,3.294736,695,63,0.037,4089,0.58,0.59,0.31,0.8,70.7145
TOI-1243 b,TOI-1243,2026,Transit,2.33,7.7,Mass,4.6594779,450,17.2664,,3515,0.511,0.515,-0.2,,43.1865
TOI-1244 b,TOI-1244,2024,Transit,2.467,6.6,Mass,6.400316483,714.86,56.63,0.060694,4599,0.721,0.73,0.034,5.9,102.551
TOI-1246 b,TOI-1246,2022,Transit,3.01,8.1,Mass,4.30744,955,196,0.049,5151,0.86,0.87,0.17,6.3,169.422
TOI-1246 c,TOI-1246,2022,Transit,2.45109846,9.1,Mass,5.904137,862.49,129,0.061,5213,0.8649,0.8889,0.168,6.3,169.422
TOI-1246 d,TOI-1246,2022,Transit,3.43139739,5.4,Mass,18.654874,587.77,28,0.132,5213,0.8649,0.8889,0.168,6.3,169.422
TOI-1246 e,TOI-1246,2022,Transit,3.5141875,14.5,Mass,37.92548,463.98,11,0.212,5213,0.8649,0.8889,0.168,6.3,169.422
TOI-1248 b,TOI-1248,2024,Transit,6.8084859,27.4,Mass,4.3601561,952.09,202.0739,0.051,5205,0.8686,0.9042,0.223,5.5,168.735
TOI-1249 b,TOI-1249,2024,Transit,3.2710301,11.9,Mass,13.079151,726.89,48.6058,0.109,5497,0.9785,1.0062,0.297,4,139.49
TOI-125 b,TOI-125,2019,Transit,2.726,9.5,Mass,4.65382,1037,185,0.05186,5320,0.848,0.859,-0.02,6.8,111.059
TOI-125 c,TOI-125,2019,Transit,2.759,6.63,Mass,9.15059,827.8,77.59,0.0814,5320,0.848,0.859,-0.02,6.8,111.059
TOI-125 d,TOI-125,2020,Transit,2.93,13.6,Mass,19.98,638.1,26.7,0.137,5320,0.848,0.859,-0.02,6.8,111.059
TOI-1259 A b,TOI-1259 A,2021,Transit,11.6,141,Mass,3.4779792,963,153.1389,0.0408,4775,0.715,0.746,-0.5,4.8,118.106
TOI-1260 b,TOI-1260,2021,Transit,2.41,8.56,Mass,3.127463,871,95.58,0.0367,4227,0.672,0.679,-0.1,6.7,73.5977
TOI-1260 c,TOI-1260,2021,Transit,2.76,13.2,Mass,7.493134,651,29.81,0.0657,4227,0.672,0.679,-0.1,6.7,73.5977
TOI-1260 d,TOI-1260,2022,Transit,3.12,11.84,Mass,16.608164,499,10.32,0.1116,4227,0.672,0.679,-0.1,6.7,73.5977
TOI-1266 b,TOI-1266,2020,Transit,2.52,4.46,Mass,10.8945,415,4.72,0.073,3563,0.4232,0.437,-0.109,4.6,36.0118
TOI-1266 c,TOI-1266,2020,Transit,1.98,3.17,Mass,18.8027,346,2.42,0.105,3563,0.4232,0.437,-0.109,4.6,36.0118
TOI-1268 b,TOI-1268,2022,Transit,9.1,96.4,Mass,8.1577094,918.9,91.0972,0.0711,5300,0.92,0.96,0.36,0.245,109.557
TOI-1269 b,TOI-1269,2024,Transit,2.40144286,6.4,Mass,4.2529913,1004.9,231.2034,0.0496,5499,0.8521,0.9027,-0.049,3.1,172.138
TOI-1272 b,TOI-1272,2022,Transit,4.26,24.1,Mass,3.3159765,1051,120.595,0.041,4985,0.8,0.828,0.1,7,137.572
TOI-1273 b,TOI-1273,2024,Transit,11.09689089,70.55790635,Mass,4.631296,1211,225.013,0.0549,5690,1.06,1.06,0.07,3.1,177.118
TOI-1278 b,TOI-1278,2021,Transit,12.21778896,5879.825529,Mass,14.47567,407.87,6.5402,0.095,3799,0.573,0.54,-0.01,,75.5759
TOI-1279 b,TOI-1279,2024,Transit,2.66146528,10.6,Mass,9.61419,759,74.7359,0.085,5457,0.8426,0.8784,-0.079,4.2,107.055
TOI-1288 b,TOI-1288,2022,Transit,4.96846551,44.1,Mass,2.6998279,1203.44,1198.41,0.0374,5388,0.9583,0.9552,0.257,6.5,114.865
TOI-1294 b,TOI-1294,2024,Transit,10.12369881,63.9,Mass,3.915292,1392.74,311.498,0.051,5718,1.5566,1.1578,0.283,6.2,332.648
TOI-1295 b,TOI-1295,2024,Transit,15.69257298,451.3163379,Mass,3.1968838,2360,1800,0.047,6280,1.7,1.38,0.26,2,388.227
TOI-1296 b,TOI-1296,2021,Transit,14.11645916,95.3,Mass,3.9443736,1414.84,1078.5987,0.051,5567,1.7031,1.1576,0.405,7.1,323.265
TOI-1298 b,TOI-1298,2021,Transit,9.65807033,99,Mass,4.537143,1278,732.0077,0.057,5752,1.4536,1.2187,0.397,4.3,319.036
TOI-132 b,TOI-132,2020,Transit,3.42,22.4,Mass,2.1097019,1395,860,0.026,5397,0.9,0.97,0.16,6.34,163.678
TOI-1333 b,TOI-1333,2021,Transit,15.647764,753.2571,Mass,4.720219,1679,1112.85,0.0626,6274,1.925,1.464,0.119,2.33,200.492
TOI-1338 b,TOI-1338 A,2020,Transit,7.661,11.3,Mass,95.4001,254.65,0.9938,0.4607,5723.2,1.313,1.0936,0.01,4.4,399.017
TOI-1347 b,TOI-1347,2024,Transit,1.8,11.1,Mass,0.84742346,1400,1876.1315,0.0171,5464,0.83,0.913,0.04,1.4,147.476
TOI-1347 c,TOI-1347,2024,Transit,1.6,6.4,Mass,4.841962,1000,183.6642,0.0546,5464,0.83,0.913,0.04,1.4,147.476
TOI-1386 b,TOI-1386,2024,Transit,6.2163865,45.8,Mass,25.8401,615.03,34.68,0.173,5735,1.0235,1.0363,0.149,3.2,146.858
TOI-1408 b,TOI-1408,2023,Transit,25,593,Mass,4.42587,1293,465.179,0.05778,6117,1.53,1.312,0.25,2.7,139.484
TOI-1410.01,TOI-1410,2024,Transit,3.10083009,12.5,Mass,1.21687,1236.7,565.5415,0.0207,4635,0.7558,0.7941,0.328,6.6,72.7512
TOI-1411 b,TOI-1411,2022,Transit,1.19880592,2,Mass,1.4520527,976.4,266.85,0.02122,4115,0.614,0.6045,0.012,9.6,32.4778
TOI-1416 b,TOI-1416,2023,Transit,1.62,3.48,Mass,1.0697568,1517,883,0.019,4884,0.793,0.798,0.08,6.9,55.0135
TOI-1420 b,TOI-1420,2023,Transit,11.89,25.1,Mass,6.9561063,957,139,0.071,5510,0.923,0.987,0.28,10.7,201.918
TOI-1422 b,TOI-1422,2022,Transit,3.83,9.5,Mass,12.99894,870,90.5151,0.107,5840,1.019,0.9903,-0.028,4.6,155.141
TOI-1431 b,TOI-1431,2021,Transit,16.70138124,991.6246298,Mass,2.650237,2370,5300,0.046,7690,1.92,1.9,0.09,0.29,148.925
TOI-1437 b,TOI-1437,2024,Transit,2.24,9.6,Mass,18.840942,794.23,82,0.14,6008,1.17,1.1,-0.4924,6.7,103.297
TOI-1438 b,TOI-1438,2025,Transit,3.04,9.4,Mass,5.13967,971,145,0.0553,5230,0.82,0.876,0.03,2.2,110.513
TOI-1438 c,TOI-1438,2025,Transit,2.75,10.6,Mass,9.428089,794,65,0.083,5230,0.82,0.876,0.03,2.2,110.513
TOI-1439 b,TOI-1439,2024,Transit,4.2427861,38.5,Mass,27.644,748.4,68.4355,0.192,5841,1.6184,1.2313,0.226,4.6,230.306
TOI-1443 b,TOI-1443,2024,Transit,2.30381001,30,Mass,23.540678,520.66,16.8576,0.147,5224,0.7511,0.7663,-0.294,7.4,85.8034
TOI-1444 b,TOI-1444,2021,Transit,1.41792246,3.58,Mass,0.4702743,2130.02,5028.6263,0.0116,5460,0.9105,0.9513,0.146,3.8,125.463
TOI-1448 b,TOI-1448,2024,Transit,2.749,19.5,Mass,8.112245,426,5.45,0.0567,3412,0.38,0.372,0.37,,73.3345
TOI-1450 A b,TOI-1450 A,2024,Transit,1.13,1.258,Mass,2.0439274,722,44.9493,,3437,0.483,0.48,-0.12,,22.4467
TOI-1451 b,TOI-1451,2024,Transit,2.61143902,15.2,Mass,16.537944,723.33,53.0216,0.127,5801,1.0162,1.0022,0.019,4,91.9362
TOI-1452 b,TOI-1452,2022,Transit,1.672,4.82,Mass,11.06201,326,1.8,0.061,3185,0.275,0.249,-0.07,,30.5212
TOI-1453 b,TOI-1453,2025,Transit,1.173,2.32,Mass,4.3135225,944.2,132.6,,4975,0.72,0.715,-0.31,12,78.7415
TOI-1453 c,TOI-1453,2025,Transit,2.224,2.95,Mass,6.5886982,819.8,75.3,,4975,0.72,0.715,-0.31,12,78.7415
