pl_name,hostname,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_bmassprov,pl_orbper,pl_eqt,pl_insol,pl_orbsmax,st_teff,st_rad,st_mass,st_met,st_age,sy_dist
KOI-1783.02,KOI-1783,2020,Transit,5.44,15,Mass,284.215,321,2.49,0.86695,5922,1.143,1.076,0.11,0.2,865.73
KOI-1831 d,Kepler-324,2018,Transit,1.13,2.23,Mass,34.169,475,11.8,0.19924,5233,0.835,0.901,0.18,3.39,501.574
KOI-1833 d,Kepler-968,2021,Transit,2.58,11.02,Mass,7.685,613,27.35,0.0634,4413,0.667,0.681,0.13,2.14,290.324
KOI-1843.03,Kepler-974,2013,Transit,0.61,8,Mass,0.1768913,1654,1769.292,0.005,3584,0.45,0.46,0,4.79,134.311
KOI-2513.01,KOI-2513,2023,Transit,2.80224517,7310.053361,Mass,19.00547,758,78.19,0.5,5900,1.2,0.91,-0.37,8,1369.87
KOI-319 b,KOI-319,2014,Transit,10.67,3178.28407,Mass,46.14827,703,60.4,0.2668,5880,2.064,1.325,0.16,3.86,660.138
KOI-3503 b,KOI-3503,2021,Transit,1.19,9.2,Mass,21.185,785,90.2,0.14247,6001,1.255,0.858,-0.5428,11.48,887.064
KOI-3503 c,KOI-3503,2021,Transit,1.21,10.36,Mass,31.828,686,52.5,0.18688,6001,1.255,0.858,-0.5428,11.48,887.064
KOI-351 g,KOI-351,2013,Transit,7.718,15,Mass,210.73514,342,3.387,0.71704,6031.13,1.185,1.242,0.083,0.53,848.254
KOI-351 h,KOI-351,2013,Transit,11.252,203,Mass,331.60296,294,1.849,0.97062,6031.13,1.185,1.242,0.083,0.53,848.254
KOI-3680 b,KOI-3680,2018,Transit,11.09691,613.4119,Mass,141.241671,347,3.3,0.534,5830,0.96,1.01,0.16,3.2,921.986
KOI-4777.01,KOI-4777,2022,Transit,0.51,99.2,Mass,0.412,1180,320,0.008,3515,0.4,0.41,0.1,4,172.245
KOI-94 b,KOI-94,2013,Transit,1.71,10.5,Mass,3.743208,1486,1053.181,0.05119,6182,1.52,1.277,0.0228,3.16,477.052
KOI-94 c,KOI-94,2013,Transit,4.32,15.6,Mass,10.423648,1012,268.219,0.1013,6182,1.52,1.277,0.0228,3.16,477.052
KOI-94 d,KOI-94,2013,Transit,11.27,106,Mass,22.342989,806,97.12,0.1684,6182,1.52,1.277,0.0228,3.16,477.052
KOI-94 e,KOI-94,2013,Transit,6.56,35,Mass,54.32031,584,29.7,0.3046,6182,1.52,1.277,0.0228,3.16,477.052
KPS-1 b,KPS-1,2018,Transit,11.54527,346.4347,Mass,1.706291,1459,729,0.0269,5165,0.907,0.892,0.22,,262.706
Kepler-10 b,Kepler-10,2011,Transit,1.47,3.24,Mass,0.8374907,2188,3741.78,0.01685,5708,1.065,0.91,-0.15,10.6,185.506
Kepler-10 c,Kepler-10,2011,Transit,2.355,11.29,Mass,45.294301,579,18.3,0.241,5708,1.065,0.91,-0.15,10.6,185.506
Kepler-100 b,Kepler-100,2014,Transit,1.34,4.01,Mass,6.88734,1155,478.214,0.07309,5837,1.51,1.13,0.1,6.92,304.645
Kepler-100 c,Kepler-100,2014,Transit,2.2,7.05,Mass,12.8159,939,208.657,0.11061,5825,1.49,1.08,0.02,6.46,304.645
Kepler-100 d,Kepler-100,2014,Transit,1.61,3,Mass,35.3331,670,53.981,0.21747,5825,1.49,1.08,0.02,6.46,304.645
Kepler-101 b,Kepler-101,2014,Transit,5.77,51.1,Mass,3.4876812,1513,1240.332,0.0474,5667,1.56,1.17,0.33,5.9,927.981
Kepler-101 c,Kepler-101,2014,Transit,1.25,3.78,Mass,6.02976,1413,596.069,0.0684,5667,1.56,1.17,0.33,5.9,927.981
Kepler-102 b,Kepler-102,2014,Transit,0.46,1.1,Mass,5.286965,857,90,0.05521,4909,0.724,0.803,0.11,1.1,107.796
Kepler-102 c,Kepler-102,2014,Transit,0.567,1.7,Mass,7.071392,777,61,0.06702,4909,0.724,0.803,0.11,1.1,107.796
Kepler-102 d,Kepler-102,2014,Transit,1.154,3,Mass,10.311767,686,36.9,0.08618,4909,0.724,0.803,0.11,1.1,107.796
Kepler-102 e,Kepler-102,2013,Transit,2.17,4.7,Mass,16.1456994,590,20.3,0.1162,4909,0.724,0.803,0.11,1.1,107.796
Kepler-102 f,Kepler-102,2014,Transit,0.861,4.3,Mass,27.453592,495,10,0.1656,4909,0.724,0.803,0.11,1.1,107.796
Kepler-103 b,Kepler-103,2014,Transit,3.4857,11.67,Mass,15.9653287,973,150.536,0.133,6047,1.492,1.212,0.15,6.03,494.832
Kepler-103 c,Kepler-103,2014,Transit,5.4539,58.47,Mass,179.60978,434,5.97,0.6679,6047,1.492,1.212,0.15,6.03,494.832
Kepler-104 b,Kepler-104,2014,Transit,3.1,19.6,Mass,11.427548,852,119.907,0.094,5711,1.349,0.818,-0.42,13.18,400.785
Kepler-105 b,Kepler-105,2013,Transit,2.53,10.8,Mass,5.4122034,1418,341.809,0.06016,5933,1.026,0.991,-0.09,4.27,459.223
Kepler-105 c,Kepler-105,2014,Transit,1.44,5.6,Mass,7.12592,997,236.167,0.07229,5933,1.026,0.991,-0.09,4.27,459.223
Kepler-106 b,Kepler-106,2014,Transit,0.82,5.3,Mass,6.16486,1021,277.216,0.06491,5858,1.04,1,-0.12,4.83,444.322
Kepler-106 c,Kepler-106,2014,Transit,2.5,10.44,Mass,13.5708,785,96.905,0.10987,5858,1.04,1,-0.12,4.83,444.322
Kepler-106 d,Kepler-106,2014,Transit,0.95,8.1,Mass,23.9802,649,45.357,0.16063,5858,1.04,1,-0.12,4.83,444.322
Kepler-106 e,Kepler-106,2014,Transit,2.56,11.17,Mass,43.8445,531,20.294,0.24006,5858,1.04,1,-0.12,4.83,444.322
Kepler-107 b,Kepler-107,2014,Transit,1.536,3.8,Mass,3.1800218,1592,1073,0.04544,5854,1.447,1.238,0.321,4.29,525.997
Kepler-107 c,Kepler-107,2014,Transit,1.597,10,Mass,4.901452,1378,602,0.06064,5854,1.447,1.238,0.321,4.29,525.997
Kepler-107 d,Kepler-107,2014,Transit,0.86,7.7,Mass,7.95839,1173,315,0.08377,5854,1.447,1.238,0.321,4.29,525.997
Kepler-107 e,Kepler-107,2014,Transit,2.903,14.1,Mass,14.749143,955,138.7,0.12638,5854,1.447,1.238,0.321,4.29,525.997
Kepler-109 b,Kepler-109,2014,Transit,2.49,4.9,Mass,6.4816307,1276,442,0.0701,5950,1.387,1.094,-0.02,6.2,474.861
Kepler-109 c,Kepler-109,2014,Transit,2.65,8.2,Mass,21.22265,859,91,0.1546,5950,1.387,1.094,-0.02,6.2,474.861
Kepler-11 b,Kepler-11,2010,Transit,1.8,1.9,Mass,10.3039,849,146.36,0.091,5663,1.065,0.961,0.05,8.5,646.346
Kepler-11 c,Kepler-11,2010,Transit,2.87,2.9,Mass,13.0241,786,107.224,0.107,5663,1.065,0.961,0.05,8.5,646.346
Kepler-11 d,Kepler-11,2010,Transit,3.12,7.3,Mass,22.6845,653,51.115,0.155,5663,1.065,0.961,0.05,8.5,646.346
Kepler-11 e,Kepler-11,2010,Transit,4.19,8,Mass,31.9996,582,32.34,0.195,5663,1.065,0.961,0.05,8.5,646.346
Kepler-11 f,Kepler-11,2010,Transit,2.49,2,Mass,46.6888,513,19.53,0.25,5663,1.065,0.961,0.05,8.5,646.346
Kepler-11 g,Kepler-11,2010,Transit,3.33,25,Mass,118.3807,376,5.65,0.466,5663,1.065,0.961,0.05,8.5,646.346
Kepler-111 c,Kepler-111,2014,Transit,7.0840758,222.4798849,Mass,224.77833,352.2,2.48,0.751,5914,1.145,1.118,0.237,3.4,657.223
Kepler-113 b,Kepler-113,2014,Transit,1.82,11.7,Mass,4.754,775,105.333,0.05123,4725,0.69,0.75,0.05,6.89,262.351
Kepler-113 c,Kepler-113,2014,Transit,2.18,8.7,Mass,8.92507,628,45.596,0.07796,4725,0.69,0.75,0.05,6.89,262.351
Kepler-114 b,Kepler-114,2014,Transit,1.26,1.09,Mass,5.188549,586,92.535,0.053,4605,0.667,0.77,0.2291,2.69,259.533
Kepler-114 c,Kepler-114,2013,Transit,1.6,2.8,Mass,8.041,507,51.623,0.06482,4660,0.54,0.56,0.2291,2.69,259.533
Kepler-114 d,Kepler-114,2013,Transit,2.53,3.9,Mass,11.776,446,31.016,0.08358,4660,0.54,0.56,0.2291,2.69,259.533
Kepler-117 b,Kepler-117,2014,Transit,8.059,29.875,Mass,18.7959228,984,157.541,0.1445,6150,1.606,1.129,-0.04,5.3,1455.57
Kepler-117 c,Kepler-117,2014,Transit,12.341,584.78,Mass,50.790391,704,41.863,0.2804,6150,1.606,1.129,-0.04,5.3,1455.57
Kepler-12 b,Kepler-12,2011,Transit,19.660586,137.30256,Mass,4.4379629,1480,877.539,0.0553,5947,1.483,1.166,0.07,4,881.386
Kepler-120 b,Kepler-120,2014,Transit,2.15,8.5,Mass,6.312501,575,42.692,0.055,4096,0.534,0.654,-0.12,3.63,388.63
Kepler-122 e,Kepler-122,2014,Transit,2.6,27.7,Mass,37.993273,618,36.299,0.227,6050,1.216,0.982,-0.08,7.94,1027.45
Kepler-122 f,Kepler-122,2014,Transit,1.75,36,Mass,56.268,543,21.524,0.28575,5917,0.949,1.03,-0.08,7.94,1027.45
Kepler-123 b,Kepler-123,2014,Transit,2.94,55.3,Mass,17.232366,817,138.807,0.135,6089,1.264,1.079,-0.08,5.01,1021.66
Kepler-128 b,Kepler-128,2013,Transit,1.421,3.79,Mass,15,968,227.398,0.12545,6072,1.659,1.184,-0.03,4.07,396.379
Kepler-128 c,Kepler-128,2013,Transit,1.521,3.38,Mass,22.8,843,130.979,0.16517,6072,1.659,1.184,-0.03,4.07,396.379
Kepler-129 c,Kepler-129,2014,Transit,2.52,43,Mass,82.2,525,17.554,0.39,5770,1.653,1.178,0.29,6.43,408.845
Kepler-131 b,Kepler-131,2014,Transit,2.41,16.13,Mass,16.092,718,66.122,0.12789,5685,1.03,1.02,0.12,3.66,228.678
Kepler-131 c,Kepler-131,2014,Transit,0.84,8.25,Mass,25.5169,615,35.736,0.17391,5685,1.03,1.02,0.12,3.66,228.678
Kepler-136 b,Kepler-136,2014,Transit,2.05,19.8,Mass,11.5789,951,257.984,0.106,6165,1.355,1.204,0.0002,2.75,420.818
Kepler-138 b,Kepler-138,2014,Transit,0.64,0.07,Mass,10.3134,452,9.9,0.0753,3841,0.535,0.535,-0.18,2.21,66.8624
Kepler-138 c,Kepler-138,2014,Transit,1.51,2.3,Mass,13.7815,410,6.8,0.0913,3841,0.535,0.535,-0.18,2.21,66.8624
Kepler-138 d,Kepler-138,2014,Transit,1.51,2.1,Mass,23.0923,345,3.4,0.1288,3841,0.535,0.535,-0.18,2.21,66.8624
Kepler-139 b,Kepler-139,2014,Transit,2.94,7,Mass,15.771044,752,64.78,0.127,5594,1.3,1.078,0.35,5.1,391.038
Kepler-139 c,Kepler-139,2014,Transit,3.38,13,Mass,157.072878,350,3.023,0.586,5594,1.3,1.078,0.35,5.1,391.038
Kepler-139 d,Kepler-139,2023,Transit,1.695,2,Mass,7.305699922,972,172.3,0.0755533961,5622,1.045,1.078,0.35,5.1,391.038
Kepler-14 b,Kepler-14,2011,Transit,12.733,2669.66,Mass,6.790123,1605,1029.51,0.0771,6395,2.048,1.512,0.12,2.2,798
Kepler-145 b,Kepler-145,2013,Transit,2.65,37.1,Mass,22.951,873,154.705,0.17308,6022,1.85,1.32,-0.0014,3.24,566.85
Kepler-145 c,Kepler-145,2013,Transit,4.32,79.4,Mass,42.882,709,67.193,0.26244,6022,1.85,1.32,-0.0014,3.24,566.85
Kepler-15 b,Kepler-15,2011,Transit,10.76,209.76,Mass,4.942782,1251,430.677,0.05714,5515,0.992,1.018,0.36,3.7,739.412
Kepler-1513 b,Kepler-1513,2016,Transit,8.594,48.30991786,Mass,160.8842,346,2.23,0.56971,5491,0.95,0.943,0.17,7,349.247
Kepler-1514 b,Kepler-1514,2016,Transit,12.419572,1678.1424,Mass,217.83184,387.9,3.23,0.753,6145,1.289,1.196,0.119,2.9,397.292
Kepler-16 b,Kepler-16,2011,Transit,8.4493,105.833,Mass,228.776,205.9,0.2517,0.7048,4450,0.6489,0.6897,-0.3,3.8,75.0852
Kepler-161 b,Kepler-161,2014,Transit,2.12,2.63,Mass,4.921355,868,123.4,0.054,5078,0.806,0.853,0.24,0.91,434.632
Kepler-161 c,Kepler-161,2014,Transit,2.05,3.61,Mass,7.06424,769,76.201,0.068,5078,0.806,0.853,0.24,0.91,434.632
Kepler-1647 b,Kepler-1647,2016,Transit,11.8739,483,Mass,1107.5923,242.92,0.5956,2.7205,6210,1.7903,1.2207,-0.14,4.4,1212.45
Kepler-1654 b,Kepler-1654,2018,Transit,9.180171,158.915,Mass,1047.8356,206,0.3,2.026,5597,1.179,1.011,-0.088,5,568.117
Kepler-1655 b,Kepler-1655,2018,Transit,2.213,5.4,Mass,11.8728787,938,129.1,0.1029,6148,1.03,1.03,-0.24,2.56,213.26
Kepler-1656 b,Kepler-1656,2018,Transit,4.574,47.8,Mass,31.562,651,24.6,0.1974,5569,1.1,1.03,0.19,6.31,185.875
Kepler-1661 b,Kepler-1661,2020,Transit,3.87,17,Mass,175.06,243,0.88,0.633,5100,0.762,0.841,-0.12,2,410.607
Kepler-167 e,Kepler-167,2016,Transit,10.16,321.0066911,Mass,1071.23205,134.4,0.1,1.883,4884,0.749,0.777,0.02,7.1,341.908
Kepler-17 b,Kepler-17,2011,Transit,14.68,778.65,Mass,1.4857108,1570,1481.766,0.02591,5781,1.01034,1.04,0.26,1.8,720.753
Kepler-170 b,Kepler-170,2014,Transit,3.2,82.6,Mass,7.930592,899,136.522,0.08,5679,1.035,1.066,0.39,1.58,738.657
Kepler-1704 b,Kepler-1704,2021,Transit,11.94877343,1322.166173,Mass,988.88112,253.8,0.342,2.027,5746,1.697,1.132,0.196,7.4,835.455
Kepler-1705 b,Kepler-1705,2021,Transit,2.03,4.47,Mass,9.03502,789,91.74,0.08,6312,1.259,1.139,-0.2,2.59,1633.49
Kepler-1708 b,Kepler-1708,2021,Transit,9.96,1462.010672,Mass,737.1131,245.02,0.561,1.64,6157,1.117,1.088,0,3.16,1666.69
Kepler-176 b,Kepler-176,2014,Transit,1.43,290.537,Mass,5.433074,841,123.802,0.058,5232,0.891,0.86,0.13,2.45,527.321
Kepler-176 c,Kepler-176,2014,Transit,2.6,1.33,Mass,12.759712,633,39.631,0.102,5232,0.891,0.86,0.13,2.45,527.321
Kepler-176 d,Kepler-176,2014,Transit,2.51,1.72,Mass,25.751974,501,15.536,0.163,5232,0.891,0.86,0.13,2.45,527.321
Kepler-176 e,Kepler-176,2016,Transit,1.45,0.52075,Mass,51.16579,398,6.22,0.25654,5295,0.83,0.87,0.03,4.68,527.321
Kepler-177 b,Kepler-177,2013,Transit,3.5,5.84,Mass,36.8601,549,30.4,0.21101,5732,1.324,0.921,-0.11,11.75,1435.44
Kepler-177 c,Kepler-177,2013,Transit,8.73,14.7,Mass,49.40926,497,25.4,0.25655,5732,1.324,0.921,-0.11,11.75,1435.44
Kepler-18 b,Kepler-18,2011,Transit,2,6.9,Mass,3.504725,1165,355.735,0.0447,5345,1.108,0.972,0.19,10,433.047
Kepler-18 c,Kepler-18,2011,Transit,5.49,17.3,Mass,7.64159,899,126.081,0.0752,5345,1.108,0.972,0.19,10,433.047
Kepler-18 d,Kepler-18,2011,Transit,6.98,16.4,Mass,14.85888,720,51.922,0.1172,5345,1.108,0.972,0.19,10,433.047
Kepler-183 c,Kepler-183,2014,Transit,2.27,35.7,Mass,11.637071,857,108.717,0.103,5888,0.958,0.99,0.11,5.62,1050.64
Kepler-184 c,Kepler-184,2014,Transit,1.97,8.8,Mass,20.303005,630,29.875,0.141,5788,0.873,0.872,-0.1958,2.95,610.326
Kepler-1876 b,Kepler-1876,2021,Transit,0.853,2.4,Mass,6.99205,1299,475,0.0758,6104,1.477,1.187,0.01,4.4,259.935
Kepler-189 c,Kepler-189,2014,Transit,2.38,22.7,Mass,20.134866,544,18.811,0.137,5235,0.75,0.803,-0.04,3.98,591.534
Kepler-19 b,Kepler-19,2011,Transit,2.209,6.1,Mass,9.28699,851,87.6,0.0846,5541,0.859,0.936,-0.13,1.9,218.562
Kepler-197 c,Kepler-197,2014,Transit,1.23,5.3,Mass,10.349695,930,189.965,0.09,6004,1.12,0.857,-0.441,5.37,330.575
Kepler-1972 b,Kepler-1972,2022,Transit,0.802,2.02,Mass,7.54425,1084,341.3,0.08006,5818,1.384,1.12,0.23,7.4,287.339
Kepler-1972 c,Kepler-1972,2022,Transit,0.868,2.11,Mass,11.3295,1215,198.4,0.10493,5818,1.384,1.12,0.23,7.4,287.339
Kepler-20 b,Kepler-20,2011,Transit,1.773,9.7,Mass,3.6961049,1187,331,0.04565,5495,0.9164,0.929,0.07,5.6,282.563
Kepler-20 c,Kepler-20,2011,Transit,2.894,11.1,Mass,10.8540774,828,78.7,0.0936,5495,0.9164,0.929,0.07,5.6,282.563
Kepler-20 d,Kepler-20,2011,Transit,2.606,13.4,Mass,77.611455,430,5.71,0.3474,5495,0.9164,0.929,0.07,5.6,282.563
Kepler-20 e,Kepler-20,2011,Transit,0.821,0.76,Mass,6.0984882,1004,169.8,0.0637,5495,0.9164,0.929,0.07,5.6,282.563
Kepler-20 f,Kepler-20,2011,Transit,0.952,1.4,Mass,19.578328,681,35.9,0.1387,5495,0.9164,0.929,0.07,5.6,282.563
Kepler-203 c,Kepler-203,2014,Transit,2.47,749.9,Mass,5.370647,1096,329.788,0.061,5821,1.114,1.06,0.08,1.78,703.302
Kepler-203 d,Kepler-203,2014,Transit,1.44,33.9,Mass,11.32972,855,121.816,0.1,5821,1.114,1.06,0.08,1.78,703.302
Kepler-21 b,Kepler-21,2012,Transit,1.639,7.5,Mass,2.7858212,2015,2749,0.0434,6305,1.902,1.408,-0.03,2.84,108.522
Kepler-211 c,Kepler-211,2014,Transit,1.29,18.3,Mass,6.04045,841,95.436,0.062,5123,0.816,0.867,0.151,1.55,309.353
Kepler-215 d,Kepler-215,2014,Transit,2.39,23.6,Mass,30.864423,527,21.404,0.185,5739,1.027,0.788,-0.4425,1.62,485.997
Kepler-219 d,Kepler-219,2014,Transit,2.81,19.1,Mass,47.903645,598,20.01,0.272,5786,1.491,1.164,0.36,4,787.07
Kepler-22 b,Kepler-22,2011,Transit,2.1,9.1,Mass,289.863876,279,1.013,0.812,5596,0.869,0.857,-0.255,7,194.642
Kepler-221 b,Kepler-221,2014,Transit,1.71,5.95575,Mass,2.795906,1090,308.885,0.037,5243,0.821,0.854,0.0616,1.78,385.231
Kepler-221 c,Kepler-221,2014,Transit,2.93,9.3,Mass,5.690586,860,119.836,0.059,5243,0.821,0.854,0.0616,1.78,385.231
Kepler-221 d,Kepler-221,2014,Transit,2.73,3.61,Mass,10.04156,712,56.293,0.087,5243,0.821,0.854,0.0616,1.78,385.231
Kepler-221 e,Kepler-221,2014,Transit,2.63,7.86706,Mass,18.369917,582,25.156,0.13,5243,0.821,0.854,0.0616,1.78,385.231
Kepler-223 b,Kepler-223,2014,Transit,2.99,7.4,Mass,7.38449,1042,444.053,0.07525,5803,1.72,1.125,0.1,8.91,1859.71
Kepler-223 c,Kepler-223,2014,Transit,3.44,5.1,Mass,9.84564,947,302.474,0.09117,5803,1.72,1.125,0.1,8.91,1859.71
Kepler-223 d,Kepler-223,2014,Transit,5.24,8,Mass,14.78869,827,175.951,0.11956,5803,1.72,1.125,0.1,8.91,1859.71
Kepler-223 e,Kepler-223,2014,Transit,4.6,4.8,Mass,19.72567,751,119.882,0.14481,5803,1.72,1.125,0.1,8.91,1859.71
Kepler-226 b,Kepler-226,2014,Transit,1.55,24,Mass,3.940997,1018,270.402,0.047,5571,0.802,0.904,0.09,4.17,980.138
Kepler-226 c,Kepler-226,2014,Transit,2.27,45.2,Mass,5.349555,919,180.513,0.058,5571,0.802,0.904,0.09,4.17,980.138
Kepler-23 b,Kepler-23,2011,Transit,1.638,2.56,Mass,7.1,1157,446.107,0.07212,5828,1.548,1.078,-0.112,9.12,835.756
Kepler-23 c,Kepler-23,2011,Transit,3.005,7.81,Mass,10.74,1008,257.39,0.09501,5828,1.548,1.078,-0.112,9.12,835.756
Kepler-23 d,Kepler-23,2014,Transit,2.206,4.44,Mass,15.27,896,161.038,0.12012,5828,1.548,1.078,-0.112,9.12,835.756
Kepler-231 b,Kepler-231,2014,Transit,1.73,35.4,Mass,10.065275,488,14.879,0.074,3767,0.49,0.58,-0.1,3.15,316.618
Kepler-231 c,Kepler-231,2014,Transit,1.93,24.1,Mass,19.271566,393,6.267,0.114,3767,0.49,0.58,-0.1,3.15,316.618
Kepler-238 b,Kepler-238,2014,Transit,1.73,3305.02,Mass,2.090876,1642,2500.588,0.034,5751,1.43,1.229,0.34,4.79,1798.75
Kepler-238 c,Kepler-238,2014,Transit,2.39,152.522,Mass,6.155557,1146,592.298,0.069,5751,1.43,1.229,0.34,4.79,1798.75
Kepler-238 d,Kepler-238,2014,Transit,3.07,23.1,Mass,13.233549,888,213.48,0.115,5751,1.43,1.229,0.34,4.79,1798.75
Kepler-238 e,Kepler-238,2013,Transit,5.6,169.7,Mass,23.654,731,98.461,0.17286,5800,0.96,1.06,0.34,4.79,1798.75
Kepler-238 f,Kepler-238,2013,Transit,2,13.5,Mass,50.447,568,35.869,0.28635,5800,0.96,1.06,0.34,4.79,1798.75
Kepler-24 b,Kepler-24,2011,Transit,2.348,11.14,Mass,8.14,1050,252.246,0.08045,6028,1.099,1.06,-0.0708,3.02,1156.81
Kepler-24 c,Kepler-24,2011,Transit,2.514,9.99,Mass,12.33,915,144.827,0.10612,6028,1.099,1.06,-0.0708,3.02,1156.81
Kepler-24 d,Kepler-24,2014,Transit,1.67,293.959,Mass,4.244384,1305,601.895,0.051,5897,1.289,1.046,-0.0708,3.02,1156.81
Kepler-24 e,Kepler-24,2014,Transit,2.78,26.2118,Mass,18.998355,792,81.506,0.138,5897,1.289,1.046,-0.0708,3.02,1156.81
Kepler-240 c,Kepler-240,2014,Transit,2.2,102.3,Mass,7.953528,696,59.838,0.074,4985,0.739,0.868,0.41,1.91,746.927
Kepler-244 d,Kepler-244,2014,Transit,2.31,15.2,Mass,20.050401,622,31.267,0.14,5554,0.803,0.933,0.07,2.4,1036.49
Kepler-245 b,Kepler-245,2014,Transit,2.57,146.78,Mass,7.49019,753,77.749,0.071,5100,0.795,0.856,0.12,3.63,861.527
Kepler-245 c,Kepler-245,2014,Transit,2.18,26.7,Mass,17.460812,568,25.152,0.124,5100,0.795,0.856,0.12,3.63,861.527
Kepler-245 d,Kepler-245,2014,Transit,3.03,21.6,Mass,36.277108,445,9.492,0.202,5100,0.795,0.856,0.12,3.63,861.527
Kepler-245 e,Kepler-245,2016,Transit,1.75,1806.36,Mass,3.219821056,998,240.151,0.04053,5174,0.8,0.86,0.05,3.63,861.527
Kepler-247 d,Kepler-247,2014,Transit,4.5,50,Mass,20.4737,530,15.9,0.14081,5094,0.791,0.884,0.21,2.14,663.711
Kepler-25 b,Kepler-25,2011,Transit,2.748,8.7,Mass,6.238297,1185,542.96,0.0695,6354,1.316,1.165,0.11,2.75,243.249
Kepler-25 c,Kepler-25,2011,Transit,5.217,15.2,Mass,12.7207,934,210.172,0.1117,6354,1.316,1.165,0.11,2.75,243.249
Kepler-254 c,Kepler-254,2014,Transit,2.15,3.2,Mass,12.412183,787,67.225,0.105,5957,0.91,0.849,-0.13,0.3,1389.48
Kepler-26 b,Kepler-26,2011,Transit,2.78,5.12,Mass,12.28,431,7.6,0.08551,3914,0.512,0.544,-0.13,2.95,335.307
Kepler-26 c,Kepler-26,2011,Transit,2.72,6.2,Mass,17.2559,385,4.82,0.10725,3914,0.512,0.544,-0.13,2.95,335.307
Kepler-267 b,Kepler-267,2014,Transit,1.98,37.9,Mass,3.353728,615,45.843,0.037,4258,0.555,0.541571,-0.18,3.06,264.993
Kepler-27 b,Kepler-27,2011,Transit,4,2895.31,Mass,15.3348,610,28.681,0.118,5400,0.59,0.65,0.41,1.62,1044.36
Kepler-27 c,Kepler-27,2011,Transit,4.9,4385.87,Mass,31.3309,481,11.067,0.191,5400,0.59,0.65,0.41,1.62,1044.36
Kepler-272 b,Kepler-272,2014,Transit,1.43,78,Mass,2.971353,1200,801.741,0.038,5297,0.929,0.91,0.04,13.18,889.608
Kepler-272 c,Kepler-272,2014,Transit,1.79,97.8,Mass,6.057342,947,310.76,0.061,5297,0.929,0.91,0.04,13.18,889.608
Kepler-276 b,Kepler-276,2014,Transit,2.87,731.209,Mass,14.12841,739,58.586,0.119,6105,1.046,0.845,-0.29,0.4,1144.86
Kepler-276 c,Kepler-276,2013,Transit,2.9,16.6,Mass,31.884,563,19.793,0.18619,5693,1.03,1.1,-0.29,0.4,1144.86
Kepler-276 d,Kepler-276,2013,Transit,2.8,16.3,Mass,48.648,489,11.274,0.24666,5693,1.03,1.1,-0.29,0.4,1144.86
Kepler-277 b,Kepler-277,2013,Transit,2.92,87.3,Mass,17.324,964,198.245,0.14168,5946,1.69,1.12,0.09,3.89,976.643
Kepler-277 c,Kepler-277,2013,Transit,3.36,64.2,Mass,33.006,778,83.898,0.21781,5946,1.69,1.12,0.09,3.89,976.643
Kepler-278 b,Kepler-278,2014,Transit,3.955,56,Mass,30.1556,586,110,0.202,4965,2.861,1.227,0.22,5.761,443.03
Kepler-278 c,Kepler-278,2014,Transit,3.268,34.9,Mass,51.111,492,54.3,0.287,4965,2.861,1.227,0.22,5.761,443.03
Kepler-279 b,Kepler-279,2014,Transit,3.62,4180.93,Mass,12.309681,1104,249.021,0.112,6363,1.746,1.2,-0.1141,0.22,1037.4
Kepler-279 c,Kepler-279,2013,Transit,4.3,49.4,Mass,35.736,774,60.157,0.2236,6689.45,1.07,1.1,-0.1141,0.22,1037.4
Kepler-279 d,Kepler-279,2013,Transit,3.1,37.5,Mass,54.414,574,35.739,0.2901,6689.45,1.07,1.1,-0.1141,0.22,1037.4
Kepler-279 e,Kepler-279,2025,Transit,4.13,56,Mass,98.3531,552,21.96,0.439,6689.45,1.43,1.164,-0.1141,0.22,1037.4
Kepler-28 b,Kepler-28,2011,Transit,1.959,1.63,Mass,5.91,585,62.577,0.05687,4499.3,0.664,0.684,0.1451,1.91,438.359
Kepler-28 c,Kepler-28,2011,Transit,1.857,2.06,Mass,8.99,509,35.898,0.07519,4499.3,0.664,0.684,0.1451,1.91,438.359
Kepler-281 b,Kepler-281,2014,Transit,2.82,324,Mass,14.646008,694,118.246,0.117,5723,0.899,0.95,0.02,0.6,1745.45
Kepler-281 c,Kepler-281,2014,Transit,5.31,161.124,Mass,36.337373,513,35.203,0.215,5723,0.899,0.95,0.02,0.6,1745.45
Kepler-281 d,Kepler-281,2021,Transit,5.93747806,654,Mass,148.2720032,321,2.51,0.5456,5717,0.884,0.984,0,0.6,1745.45
Kepler-282 d,Kepler-282,2013,Transit,2.46,61,Mass,24.806,588,52.348,0.15837,5656,0.89,0.97,-0.2,12.88,1337.61
Kepler-282 e,Kepler-282,2013,Transit,3.1,56.2,Mass,44.347,484,24.114,0.23332,5656,0.89,0.97,-0.2,12.88,1337.61
Kepler-287 b,Kepler-287,2014,Transit,2.33,83,Mass,20.342199,667,35.75,0.145,5806,1.032,0.963,0.117,2.88,835.86
Kepler-287 c,Kepler-287,2014,Transit,3.26,66,Mass,44.851896,513,12.457,0.246,5806,1.032,0.963,0.117,2.88,835.86
Kepler-289 b,Kepler-289,2014,Transit,2.49,3.7,Mass,34.5383,607,27.371,0.21183,5990,1,1.08,0.05,0.65,704.438
Kepler-289 c,Kepler-289,2014,Transit,11.23,157.18,Mass,125.8723,394,4.882,0.50155,5990,1,1.08,0.05,0.65,704.438
